Image,Path,Subject,Distance,Focal
S95d14f27_i7,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i7.png,95,1.4,27
S95d14f27_i8,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i8.png,95,1.4,27
S95d14f27_i9,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i9.png,95,1.4,27
S95d14f27_i10,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i10.png,95,1.4,27
S95d14f27_i11,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i11.png,95,1.4,27
S95d14f27_i12,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i12.png,95,1.4,27
S95d14f27_i13,/mnt/homeGPU/isalinas/data/images/S95/d14/f27/S95d14f27_i13.png,95,1.4,27
S95d18f27_i0,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i0.png,95,1.8,27
S95d18f27_i1,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i1.png,95,1.8,27
S95d18f27_i2,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i2.png,95,1.8,27
S95d18f27_i3,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i3.png,95,1.8,27
S95d18f27_i4,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i4.png,95,1.8,27
S95d18f27_i5,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i5.png,95,1.8,27
S95d18f27_i6,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i6.png,95,1.8,27
S95d18f27_i7,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i7.png,95,1.8,27
S95d18f27_i8,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i8.png,95,1.8,27
S95d18f27_i9,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i9.png,95,1.8,27
S95d18f27_i10,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i10.png,95,1.8,27
S95d18f27_i11,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i11.png,95,1.8,27
S95d18f27_i12,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i12.png,95,1.8,27
S95d18f27_i13,/mnt/homeGPU/isalinas/data/images/S95/d18/f27/S95d18f27_i13.png,95,1.8,27
S95d35f27_i0,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i0.png,95,3.5,27
S95d35f27_i1,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i1.png,95,3.5,27
S95d35f27_i2,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i2.png,95,3.5,27
S95d35f27_i3,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i3.png,95,3.5,27
S95d35f27_i4,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i4.png,95,3.5,27
S95d35f27_i5,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i5.png,95,3.5,27
S95d35f27_i6,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i6.png,95,3.5,27
S95d35f27_i7,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i7.png,95,3.5,27
S95d35f27_i8,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i8.png,95,3.5,27
S95d35f27_i9,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i9.png,95,3.5,27
S95d35f27_i10,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i10.png,95,3.5,27
S95d35f27_i11,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i11.png,95,3.5,27
S95d35f27_i12,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i12.png,95,3.5,27
S95d35f27_i13,/mnt/homeGPU/isalinas/data/images/S95/d35/f27/S95d35f27_i13.png,95,3.5,27
S95d4f27_i0,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i0.png,95,4,27
S95d4f27_i1,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i1.png,95,4,27
S95d4f27_i2,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i2.png,95,4,27
S95d4f27_i3,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i3.png,95,4,27
S95d4f27_i4,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i4.png,95,4,27
S95d4f27_i5,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i5.png,95,4,27
S95d4f27_i6,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i6.png,95,4,27
S95d4f27_i7,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i7.png,95,4,27
S95d4f27_i8,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i8.png,95,4,27
S95d4f27_i9,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i9.png,95,4,27
S95d4f27_i10,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i10.png,95,4,27
S95d4f27_i11,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i11.png,95,4,27
S95d4f27_i12,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i12.png,95,4,27
S95d4f27_i13,/mnt/homeGPU/isalinas/data/images/S95/d4/f27/S95d4f27_i13.png,95,4,27
S100d05f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i0.png,100,0.5,27
S100d05f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i1.png,100,0.5,27
S100d05f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i2.png,100,0.5,27
S100d05f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i3.png,100,0.5,27
S100d05f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i4.png,100,0.5,27
S100d05f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i5.png,100,0.5,27
S100d05f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i6.png,100,0.5,27
S100d05f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i7.png,100,0.5,27
S100d05f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i8.png,100,0.5,27
S100d05f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i9.png,100,0.5,27
S100d05f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i10.png,100,0.5,27
S100d05f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i11.png,100,0.5,27
S100d05f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i12.png,100,0.5,27
S100d05f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d05/f27/S100d05f27_i13.png,100,0.5,27
S100d07f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i0.png,100,0.7,27
S100d07f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i1.png,100,0.7,27
S100d07f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i2.png,100,0.7,27
S100d07f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i3.png,100,0.7,27
S100d07f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i4.png,100,0.7,27
S100d07f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i5.png,100,0.7,27
S100d07f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i6.png,100,0.7,27
S100d07f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i7.png,100,0.7,27
S100d07f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i8.png,100,0.7,27
S100d07f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i9.png,100,0.7,27
S100d07f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i10.png,100,0.7,27
S100d07f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i11.png,100,0.7,27
S100d07f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i12.png,100,0.7,27
S100d07f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d07/f27/S100d07f27_i13.png,100,0.7,27
S100d09f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i0.png,100,0.9,27
S100d09f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i1.png,100,0.9,27
S100d09f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i2.png,100,0.9,27
S100d09f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i3.png,100,0.9,27
S100d09f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i4.png,100,0.9,27
S100d09f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i5.png,100,0.9,27
S100d09f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i6.png,100,0.9,27
S100d09f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i7.png,100,0.9,27
S100d09f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i8.png,100,0.9,27
S100d09f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i9.png,100,0.9,27
S100d09f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i10.png,100,0.9,27
S100d09f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i11.png,100,0.9,27
S100d09f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i12.png,100,0.9,27
S100d09f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d09/f27/S100d09f27_i13.png,100,0.9,27
S100d1f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i0.png,100,1,27
S100d1f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i1.png,100,1,27
S100d1f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i2.png,100,1,27
S100d1f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i3.png,100,1,27
S100d1f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i4.png,100,1,27
S100d1f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i5.png,100,1,27
S100d1f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i6.png,100,1,27
S100d1f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i7.png,100,1,27
S100d1f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i8.png,100,1,27
S100d1f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i9.png,100,1,27
S100d1f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i10.png,100,1,27
S100d1f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i11.png,100,1,27
S100d1f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i12.png,100,1,27
S100d1f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d1/f27/S100d1f27_i13.png,100,1,27
S100d14f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i0.png,100,1.4,27
S100d14f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i1.png,100,1.4,27
S100d14f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i2.png,100,1.4,27
S100d14f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i3.png,100,1.4,27
S100d14f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i4.png,100,1.4,27
S100d14f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i5.png,100,1.4,27
S100d14f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i6.png,100,1.4,27
S100d14f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i7.png,100,1.4,27
S100d14f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i8.png,100,1.4,27
S100d14f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i9.png,100,1.4,27
S100d14f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i10.png,100,1.4,27
S100d14f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i11.png,100,1.4,27
S100d14f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i12.png,100,1.4,27
S100d14f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d14/f27/S100d14f27_i13.png,100,1.4,27
S100d18f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i0.png,100,1.8,27
S100d18f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i1.png,100,1.8,27
S100d18f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i2.png,100,1.8,27
S100d18f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i3.png,100,1.8,27
S100d18f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i4.png,100,1.8,27
S100d18f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i5.png,100,1.8,27
S100d18f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i6.png,100,1.8,27
S100d18f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i7.png,100,1.8,27
S100d18f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i8.png,100,1.8,27
S100d18f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i9.png,100,1.8,27
S100d18f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i10.png,100,1.8,27
S100d18f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i11.png,100,1.8,27
S100d18f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i12.png,100,1.8,27
S100d18f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d18/f27/S100d18f27_i13.png,100,1.8,27
S100d35f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i0.png,100,3.5,27
S100d35f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i1.png,100,3.5,27
S100d35f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i2.png,100,3.5,27
S100d35f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i3.png,100,3.5,27
S100d35f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i4.png,100,3.5,27
S100d35f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i5.png,100,3.5,27
S100d35f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i6.png,100,3.5,27
S100d35f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i7.png,100,3.5,27
S100d35f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i8.png,100,3.5,27
S100d35f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i9.png,100,3.5,27
S100d35f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i10.png,100,3.5,27
S100d35f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i11.png,100,3.5,27
S100d35f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i12.png,100,3.5,27
S100d35f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d35/f27/S100d35f27_i13.png,100,3.5,27
S100d4f27_i0,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i0.png,100,4,27
S100d4f27_i1,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i1.png,100,4,27
S100d4f27_i2,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i2.png,100,4,27
S100d4f27_i3,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i3.png,100,4,27
S100d4f27_i4,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i4.png,100,4,27
S100d4f27_i5,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i5.png,100,4,27
S100d4f27_i6,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i6.png,100,4,27
S100d4f27_i7,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i7.png,100,4,27
S100d4f27_i8,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i8.png,100,4,27
S100d4f27_i9,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i9.png,100,4,27
S100d4f27_i10,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i10.png,100,4,27
S100d4f27_i11,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i11.png,100,4,27
S100d4f27_i12,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i12.png,100,4,27
S100d4f27_i13,/mnt/homeGPU/isalinas/data/images/S100/d4/f27/S100d4f27_i13.png,100,4,27
S105d05f27_i0,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i0.png,105,0.5,27
S105d05f27_i1,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i1.png,105,0.5,27
S105d05f27_i2,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i2.png,105,0.5,27
S105d05f27_i3,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i3.png,105,0.5,27
S105d05f27_i4,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i4.png,105,0.5,27
S105d05f27_i5,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i5.png,105,0.5,27
S105d05f27_i6,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i6.png,105,0.5,27
S105d05f27_i7,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i7.png,105,0.5,27
S105d05f27_i8,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i8.png,105,0.5,27
S105d05f27_i9,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i9.png,105,0.5,27
S105d05f27_i10,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i10.png,105,0.5,27
S105d05f27_i11,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i11.png,105,0.5,27
S105d05f27_i12,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i12.png,105,0.5,27
S105d05f27_i13,/mnt/homeGPU/isalinas/data/images/S105/d05/f27/S105d05f27_i13.png,105,0.5,27
S105d07f27_i0,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i0.png,105,0.7,27
S105d07f27_i1,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i1.png,105,0.7,27
S105d07f27_i2,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i2.png,105,0.7,27
S105d07f27_i3,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i3.png,105,0.7,27
S105d07f27_i4,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i4.png,105,0.7,27
S105d07f27_i5,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i5.png,105,0.7,27
S105d07f27_i6,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i6.png,105,0.7,27
S105d07f27_i7,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i7.png,105,0.7,27
S105d07f27_i8,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i8.png,105,0.7,27
S105d07f27_i9,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i9.png,105,0.7,27
S105d07f27_i10,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i10.png,105,0.7,27
S105d07f27_i11,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i11.png,105,0.7,27
S105d07f27_i12,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i12.png,105,0.7,27
S105d07f27_i13,/mnt/homeGPU/isalinas/data/images/S105/d07/f27/S105d07f27_i13.png,105,0.7,27
S105d09f27_i0,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i0.png,105,0.9,27
S105d09f27_i1,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i1.png,105,0.9,27
S105d09f27_i2,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i2.png,105,0.9,27
S105d09f27_i3,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i3.png,105,0.9,27
S105d09f27_i4,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i4.png,105,0.9,27
S105d09f27_i5,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i5.png,105,0.9,27
S105d09f27_i6,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i6.png,105,0.9,27
S105d09f27_i7,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i7.png,105,0.9,27
S105d09f27_i8,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i8.png,105,0.9,27
S105d09f27_i9,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i9.png,105,0.9,27
S105d09f27_i10,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i10.png,105,0.9,27
S105d09f27_i11,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i11.png,105,0.9,27
S105d09f27_i12,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i12.png,105,0.9,27
S105d09f27_i13,/mnt/homeGPU/isalinas/data/images/S105/d09/f27/S105d09f27_i13.png,105,0.9,27
S105d1f27_i0,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i0.png,105,1,27
S105d1f27_i1,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i1.png,105,1,27
S105d1f27_i2,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i2.png,105,1,27
S105d1f27_i3,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i3.png,105,1,27
S105d1f27_i4,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i4.png,105,1,27
S105d1f27_i5,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i5.png,105,1,27
S105d1f27_i6,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i6.png,105,1,27
S105d1f27_i7,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i7.png,105,1,27
S105d1f27_i8,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i8.png,105,1,27
S105d1f27_i9,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i9.png,105,1,27
S105d1f27_i10,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i10.png,105,1,27
S105d1f27_i11,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i11.png,105,1,27
S105d1f27_i12,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i12.png,105,1,27
S105d1f27_i13,/mnt/homeGPU/isalinas/data/images/S105/d1/f27/S105d1f27_i13.png,105,1,27
S105d14f27_i0,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i0.png,105,1.4,27
S105d14f27_i1,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i1.png,105,1.4,27
S105d14f27_i2,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i2.png,105,1.4,27
S105d14f27_i3,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i3.png,105,1.4,27
S105d14f27_i4,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i4.png,105,1.4,27
S105d14f27_i5,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i5.png,105,1.4,27
S105d14f27_i6,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i6.png,105,1.4,27
S105d14f27_i7,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i7.png,105,1.4,27
S105d14f27_i8,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i8.png,105,1.4,27
S105d14f27_i9,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i9.png,105,1.4,27
S105d14f27_i10,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i10.png,105,1.4,27
S105d14f27_i11,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i11.png,105,1.4,27
S105d14f27_i12,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i12.png,105,1.4,27
S105d14f27_i13,/mnt/homeGPU/isalinas/data/images/S105/d14/f27/S105d14f27_i13.png,105,1.4,27
S105d18f27_i0,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i0.png,105,1.8,27
S105d18f27_i1,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i1.png,105,1.8,27
S105d18f27_i2,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i2.png,105,1.8,27
S105d18f27_i3,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i3.png,105,1.8,27
S105d18f27_i4,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i4.png,105,1.8,27
S105d18f27_i5,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i5.png,105,1.8,27
S105d18f27_i6,/mnt/homeGPU/isalinas/data/images/S105/d18/f27/S105d18f27_i6.png,105,1.8,27
